4500,4400,9100,2300,3800,
2800,1900,8300,700,1100,
2600,1900,17500,700,1200,
2700,1900,6900,700,1000,
2700,1800,6100,600,900,
2500,1800,14300,700,1000,
2400,1700,7000,800,900,
2400,1800,7000,700,900,
2500,1900,7100,700,800,
2500,2100,5900,700,900,
3900,1700,6900,700,900,
2300,1800,6800,800,1000,
2500,2600,6900,700,1000,
2600,1700,7000,700,900,
2700,1800,5900,700,900,
2400,2400,7000,700,900,
2400,2100,6800,700,900,
2200,1800,6800,600,800,
2500,2200,6600,700,1800,
2500,1900,6700,1000,900,
3300,2800,6800,700,800,
2400,2100,6700,700,800,
2700,1800,7600,800,900,
2600,1900,6200,700,800,
3400,1700,23600,1000,800,
38900,5900,3600,1600,1900,
3500,4200,800,500,800,
2400,1800,1100,800,800,
2300,1900,1000,700,900,
2500,2000,900,700,800,
4400,1900,1000,700,900,
2700,1800,1000,600,1000,
2700,1900,900,700,900,
3000,1800,900,600,900,
3400,2000,900,700,1000,
2700,1900,2300,700,900,
2200,1600,900,600,8400,
3000,1700,700,600,900,
2600,2000,900,600,800,
2400,1800,1000,600,900,
3900,2700,900,600,1000,
2700,1800,900,700,1400,
2700,2200,800,700,1100,
3600,1900,1000,700,1000,
2600,1900,1300,600,1000,
2700,2100,2000,800,1100,
2700,1800,900,600,1000,
2600,1800,900,600,1000,
2800,1800,800,600,1000,
2600,1800,800,700,1000,
2300,1800,900,700,1000,
3800,1700,600,700,1200,
2700,1800,700,600,1000,
2800,2000,900,600,900,
2700,1900,800,600,1000,
2600,2000,9300,800,1200,
2500,1800,900,600,1000,
3000,2200,900,1100,900,
2500,1900,900,600,1300,
2600,1900,800,600,2300,
2500,1800,900,600,1000,
3600,2900,1400,700,900,
2600,1800,1000,800,1000,
2700,2600,700,600,1000,
2500,1800,1200,700,1100,
2800,1800,2200,600,900,
2800,1800,900,600,1000,
2500,1900,900,600,1000,
2700,1900,800,600,1000,
2800,1900,1000,600,13600,
2300,1700,800,700,300,
3500,1600,900,600,300,
2100,1700,900,500,300,
2300,1600,900,600,300,
2400,1700,800,700,300,
2400,1700,900,600,300,
2400,1700,800,600,400,
2400,1800,900,700,400,
2400,1800,900,700,200,
2400,1900,800,600,300,
2300,1700,900,600,300,
3500,2700,800,600,300,
2100,1700,900,600,300,
2200,1500,1000,600,300,
2100,1700,900,600,300,
2600,1600,900,700,300,
2200,1700,900,600,300,
2100,1600,900,600,300,
2200,1700,900,600,300,
2300,1700,900,800,300,
2700,1700,800,600,300,
2100,1600,900,500,300,
3400,1600,900,600,300,
2200,1800,800,600,300,
2200,1700,900,600,300,
2100,1800,900,600,300,
2200,1700,1100,500,600,
5100,1700,800,600,300,
2400,1700,900,800,300,
2600,2100,1600,600,300,
