245300,208600,1312400,11900,5600,
199400,167100,196600,1500,1300,
216900,170100,138600,900,1300,
277700,169500,118800,900,1200,
412800,163700,91300,1200,1500,
75400,164300,37800,1000,1300,
52100,166200,30000,800,1200,
53500,164200,29300,900,1200,
42100,198800,44900,1600,1600,
56800,201700,54100,1300,2400,
45600,62800,33500,1000,1200,
42500,46300,26400,900,1200,
43900,48200,26400,900,1100,
42000,28100,25200,900,1200,
41700,35200,28000,900,1200,
42700,27100,25800,900,1200,
42800,26600,25700,1000,1100,
42400,27100,26100,900,1200,
42700,27000,78200,800,6600,
42700,27100,26100,1000,1700,
42600,27100,25900,900,1300,
42300,27100,25600,900,1200,
48000,27200,25700,900,16300,
42800,26600,26600,1000,400,
42200,27200,25600,900,400,
77400,27700,27000,1000,400,
42700,41400,78400,2600,700,
57500,27600,27200,1000,400,
42300,27000,25700,1000,400,
42600,27100,25800,900,300,
42600,26600,25800,900,300,
42200,30300,26300,1000,300,
42700,27000,25700,900,400,
42600,39200,36500,1800,700,
58500,45400,51100,1600,1200,
62000,44400,42100,1700,1300,
66100,46300,41400,2300,500,
57800,27300,26900,1000,400,
42200,27000,25700,900,300,
43000,27100,25600,900,300,
42600,27100,25500,900,300,
42200,27300,26000,900,300,
42700,27100,25700,900,400,
42800,28200,40900,1000,300,
42900,27200,25800,900,300,
42300,27100,25700,900,300,
42700,34700,37800,1500,600,
61700,43500,35300,1600,700,
58100,28400,27100,1200,400,
42900,27100,25700,800,400,
42800,26600,26200,1000,300,
42800,27200,26000,800,300,
119800,27400,28000,1200,700,
57900,27100,26400,1000,300,
57600,27100,26700,1000,300,
55900,27200,26800,1100,300,
56400,27100,26600,1200,300,
56400,26600,26200,1000,400,
56500,27100,26400,1000,300,
56700,27100,26700,1000,300,
59000,27300,26600,900,400,
56100,27200,26400,1000,300,
57000,41600,38900,1900,700,
92500,54400,53700,1900,600,
148400,47100,80800,3000,1500,
83600,43900,45800,1400,500,
80400,47700,35300,1400,500,
78800,42500,44500,1500,400,
85900,44100,43200,1800,800,
87300,101800,70600,1500,1200,
77700,36500,42300,1400,600,
92200,69700,64600,1900,700,
86300,37400,112300,2300,1300,
109700,73300,153100,3800,1800,
152300,55300,74700,1900,1100,
119600,101600,75200,2100,800,
102300,54800,76000,2000,1200,
110600,103400,78500,2200,1100,
115800,60000,55800,4600,500,
101300,83600,46900,1400,500,
91100,47300,42500,1300,500,
116000,85000,45100,2100,600,
91600,50000,43300,1300,500,
94000,80100,45700,1400,600,
118000,33800,36700,1700,600,
8300,58700,33200,1300,400,
4300,33200,32400,1100,300,
4200,58700,32800,1200,400,
4300,33200,31900,1100,400,
4200,59200,50400,1300,400,
4100,33200,39400,1000,400,
4200,59700,34000,1300,400,
3700,33200,32100,1000,1300,
4200,58200,33500,1200,400,
3800,33200,32600,1000,400,
3800,58300,32600,1200,400,
4100,33200,31900,1000,400,
4200,57900,32600,1100,300,
4300,33200,31900,1000,400,
4100,58600,33400,1100,400,
